"Country","Year","TotalPopulation","LifeExpectancy","GDPPerCapita","ChildrenPerWoman","UnderFiveMortality","region","NumIncidents","NumFatalities","NumWounded","PctSuccess","FatalPerInc","NumCode","ReligionDetail","HDI","MilXpnd","Religion"
"Swaziland",1988,0.80154,NA,4620.80822,6.051,77.1,"SubSahr",0,0,0,NA,NA,748,"Zionist",0.477,1.260090256,"None/Other"
"Swaziland",1989,0.833994,NA,4713.829364,5.905,75.1,"SubSahr",1,0,0,100,0,748,"Zionist",0.477,1.375971038,"None/Other"
"Swaziland",1990,0.862947,62.2,4632.872189,5.744,73.9,"SubSahr",0,0,0,NA,NA,748,"Zionist",0.538,1.301978907,"None/Other"
"Swaziland",1991,0.887467,62.4,4537.856263,5.571,73.9,"SubSahr",1,0,0,100,0,748,"Zionist",0.538,1.384514469,"None/Other"
"Swaziland",1992,0.908158,62.2,4421.89145,5.392,75.3,"SubSahr",1,0,0,100,0,748,"Zionist",0.538,1.632710072,"None/Other"
"Swaziland",1993,0.92642,61.7,4431.888271,5.211,78.7,"SubSahr",NA,NA,NA,NA,NA,748,"Zionist",0.538,1.748048617,"None/Other"
"Swaziland",1994,0.944404,60.6,4556.133937,5.035,83.8,"SubSahr",0,0,0,NA,NA,748,"Zionist",0.538,1.81809083,"None/Other"
"Swaziland",1995,0.963591,59,4693.914044,4.866,90.3,"SubSahr",1,0,0,100,0,748,"Zionist",0.538,1.693339482,"None/Other"
"Swaziland",1996,0.984632,56.9,4755.472122,4.709,97.5,"SubSahr",0,0,0,NA,NA,748,"Zionist",0.538,1.65257857,"None/Other"
"Swaziland",1997,1.006824,54.8,4824.807551,4.564,104.6,"SubSahr",1,0,0,0,0,748,"Zionist",0.538,1.494838566,"None/Other"
"Swaziland",1998,1.028708,52.7,4879.094203,4.432,111.3,"SubSahr",1,1,2,100,1,748,"Zionist",0.538,1.631756447,"None/Other"
"Swaziland",1999,1.048174,50.6,4965.123107,4.313,117.6,"SubSahr",1,0,0,100,0,748,"Zionist",0.538,1.670226715,"None/Other"
"Swaziland",2000,1.063832,48.7,5004.588247,4.209,122.5,"SubSahr",0,0,0,NA,NA,748,"Zionist",0.498,1.605196745,"None/Other"
"Swaziland",2001,1.075083,46.9,5036.087593,4.121,125.8,"SubSahr",0,0,0,NA,NA,748,"Zionist",0.498,1.457397173,"None/Other"
"Swaziland",2002,1.082777,45.7,5137.621709,4.046,128.1,"SubSahr",0,0,0,NA,NA,748,"Zionist",0.498,1.497961904,"None/Other"
"Swaziland",2003,1.088724,44.7,5235.549257,3.982,129.5,"SubSahr",1,0,0,100,0,748,"Zionist",0.498,1.72207883,"None/Other"
"Swaziland",2004,1.095487,43.9,5334.315501,3.925,129.6,"SubSahr",0,0,0,NA,NA,748,"Zionist",0.498,1.763833107,"None/Other"
"Swaziland",2005,1.104909,43.5,5456.079341,3.871,128.4,"SubSahr",0,0,0,NA,NA,748,"Zionist",0.498,2.301466561,"None/Other"
"Swaziland",2006,1.117604,44,5550.77088,3.818,123.5,"SubSahr",1,0,0,100,0,748,"Zionist",0.498,1.985146779,"None/Other"
"Swaziland",2007,1.133007,45.1,6251.915007,3.761,118.3,"SubSahr",0,0,0,NA,NA,748,"Zionist",0.498,2.026232495,"None/Other"
"Swaziland",2008,1.150344,46.1,6373.310951,3.699,115.2,"SubSahr",3,0,0,100,0,748,"Zionist",0.518,2.207379645,"None/Other"
"Swaziland",2009,1.168345,47.2,6377.941078,3.632,108,"SubSahr",0,0,0,NA,NA,748,"Zionist",0.518,2.413967801,"None/Other"
"Swaziland",2010,1.186056,47.8,6425.937798,3.559,94,"SubSahr",0,0,0,NA,NA,748,"Zionist",0.527,2.892259277,"None/Other"
"Swaziland",2011,1.20333,49.2,6366.949921,3.483,86.9,"SubSahr",0,0,0,NA,NA,748,"Zionist",0.53,2.801041912,"None/Other"
"Swaziland",2012,1.220408,50.3,6408.712958,3.407,81.7,"SubSahr",0,0,0,NA,NA,748,"Zionist",0.529,2.45590624,"None/Other"
"Swaziland",2013,1.237166,50.7,6509.1393,3.334,80,"SubSahr",0,0,0,NA,NA,748,"Zionist",0.53,2.458948578,"None/Other"
"Sweden",1970,8.042839,74.7,22268.36324,1.919,13.16,"Eurasia",0,0,0,NA,NA,752,"Lutheran",NA,NA,"Christian (Other)"
"Sweden",1971,8.084965,74.62,22485.58768,1.961,13.02,"Eurasia",2,1,2,100,0.5,752,"Lutheran",NA,NA,"Christian (Other)"
"Sweden",1972,8.117863,74.72,22509.0184,1.913,12.54,"Eurasia",3,0,0,100,0,752,"Lutheran",NA,NA,"Christian (Other)"
"Sweden",1973,8.144217,74.88,23432.50364,1.868,11.37,"Eurasia",0,0,0,NA,NA,752,"Lutheran",NA,NA,"Christian (Other)"
"Sweden",1974,8.168135,74.99,25255.54276,1.876,11.22,"Eurasia",0,0,0,NA,NA,752,"Lutheran",NA,NA,"Christian (Other)"
"Sweden",1975,8.192569,75,25554.28676,1.769,10.02,"Eurasia",1,3,13,100,3,752,"Lutheran",NA,NA,"Christian (Other)"
"Sweden",1976,8.218933,75.01,25571.08714,1.682,9.49,"Eurasia",0,0,0,NA,NA,752,"Lutheran",NA,NA,"Christian (Other)"
"Sweden",1977,8.246302,75.44,24744.90706,1.646,9.37,"Eurasia",0,0,0,NA,NA,752,"Lutheran",NA,NA,"Christian (Other)"
"Sweden",1978,8.272581,75.53,24955.23465,1.6,9.01,"Eurasia",1,0,0,100,0,752,"Lutheran",NA,NA,"Christian (Other)"
"Sweden",1979,8.294604,75.57,25997.10167,1.658,9.18,"Eurasia",1,1,0,100,1,752,"Lutheran",NA,NA,"Christian (Other)"
"Sweden",1980,8.310467,75.8,26172.49403,1.68,8.22,"Eurasia",0,0,0,NA,NA,752,"Lutheran",0.776,NA,"Christian (Other)"
"Sweden",1981,8.319266,NA,26022.50078,1.636,7.8,"Eurasia",0,0,0,NA,NA,752,"Lutheran",0.776,NA,"Christian (Other)"
"Sweden",1982,8.322909,NA,26578.98665,1.627,8.02,"Eurasia",0,0,0,NA,NA,752,"Lutheran",0.776,NA,"Christian (Other)"
"Sweden",1983,8.325682,NA,26949.67878,1.614,7.99,"Eurasia",1,1,0,100,1,752,"Lutheran",0.776,NA,"Christian (Other)"
"Sweden",1984,8.333446,NA,28028.53794,1.658,7.26,"Eurasia",0,0,0,NA,NA,752,"Lutheran",0.776,NA,"Christian (Other)"
"Sweden",1985,8.350392,NA,28333.65378,1.74,8,"Eurasia",0,0,0,NA,NA,752,"Lutheran",0.776,NA,"Christian (Other)"
"Sweden",1986,8.377422,NA,29264.41081,1.8,7.23,"Eurasia",3,1,1,100,0.333,752,"Lutheran",0.776,NA,"Christian (Other)"
"Sweden",1987,8.413155,NA,30009.78998,1.844,7.33,"Eurasia",0,0,0,NA,NA,752,"Lutheran",0.776,NA,"Christian (Other)"
"Sweden",1988,8.456561,NA,30711.50485,1.967,7.03,"Eurasia",0,0,0,NA,NA,752,"Lutheran",0.776,2.409772491,"Christian (Other)"
"Sweden",1989,8.505752,NA,31268.75362,2.02,6.91,"Eurasia",3,0,0,66.7,0,752,"Lutheran",0.776,2.342270324,"Christian (Other)"
"Sweden",1990,8.558829,77.6,30999.51864,2.14,7.14,"Eurasia",6,1,11,100,0.167,752,"Lutheran",0.807,2.389847507,"Christian (Other)"
"Sweden",1991,8.616729,77.8,29727.91796,2.113,7.08,"Eurasia",6,1,1,66.7,0.167,752,"Lutheran",0.807,2.300403653,"Christian (Other)"
"Sweden",1992,8.678657,78.1,29711.6281,2.077,6.18,"Eurasia",12,2,5,83.3,0.167,752,"Lutheran",0.807,2.289824904,"Christian (Other)"
"Sweden",1993,8.738894,78.4,29013.18715,1.982,5.62,"Eurasia",NA,NA,NA,NA,NA,752,"Lutheran",0.807,2.386834348,"Christian (Other)"
"Sweden",1994,8.789976,78.6,30031.47665,1.883,5.09,"Eurasia",1,0,1,0,0,752,"Lutheran",0.807,2.279938524,"Christian (Other)"
"Sweden",1995,8.826949,78.9,31399.22462,1.731,4.59,"Eurasia",1,0,0,100,0,752,"Lutheran",0.807,2.169931226,"Christian (Other)"
"Sweden",1996,8.847421,79.1,31824.48444,1.6,4.54,"Eurasia",1,0,0,0,0,752,"Lutheran",0.807,2.153181248,"Christian (Other)"
"Sweden",1997,8.853934,79.3,32623.63446,1.528,4.35,"Eurasia",4,1,1,75,0.25,752,"Lutheran",0.807,1.967353403,"Christian (Other)"
"Sweden",1998,8.85265,79.5,33634.0934,1.517,4.2,"Eurasia",0,0,0,NA,NA,752,"Lutheran",0.807,1.923634524,"Christian (Other)"
"Sweden",1999,8.852487,79.6,34893.39247,1.512,3.83,"Eurasia",2,0,4,100,0,752,"Lutheran",0.807,1.900972986,"Christian (Other)"
"Sweden",2000,8.860153,79.7,36606.56513,1.559,3.87,"Eurasia",1,0,1,100,0,752,"Lutheran",0.889,1.843504212,"Christian (Other)"
"Sweden",2001,8.877022,79.8,36947.42519,1.58,4.36,"Eurasia",0,0,0,NA,NA,752,"Lutheran",0.889,1.720611913,"Christian (Other)"
"Sweden",2002,8.901831,80,37641.0668,1.665,4.04,"Eurasia",0,0,0,NA,NA,752,"Lutheran",0.889,1.649923965,"Christian (Other)"
"Sweden",2003,8.935392,80.1,38306.03496,1.731,3.85,"Eurasia",0,0,0,NA,NA,752,"Lutheran",0.889,1.602385258,"Christian (Other)"
"Sweden",2004,8.977965,80.3,39803.26144,1.771,3.6,"Eurasia",0,0,0,NA,NA,752,"Lutheran",0.889,1.444753602,"Christian (Other)"
"Sweden",2005,9.029345,80.5,40894.673,1.787,3.24,"Eurasia",3,0,0,100,0,752,"Lutheran",0.887,1.418472892,"Christian (Other)"
"Sweden",2006,9.090707,80.7,42449.49496,1.869,3.51,"Eurasia",1,0,0,0,0,752,"Lutheran",0.887,1.327812987,"Christian (Other)"
"Sweden",2007,9.161374,80.9,43574.88602,1.892,3.14,"Eurasia",0,0,0,NA,NA,752,"Lutheran",0.887,1.309138798,"Christian (Other)"
"Sweden",2008,9.236872,81.1,42899.25764,1.917,3.04,"Eurasia",1,0,0,100,0,752,"Lutheran",0.891,1.172216664,"Christian (Other)"
"Sweden",2009,9.31111,81.2,40395.98997,1.937,3.23,"Eurasia",1,0,0,100,0,752,"Lutheran",0.891,1.178375975,"Christian (Other)"
"Sweden",2010,9.379687,81.5,42584.10695,1.987,3.08,"Eurasia",3,1,2,100,0.333,752,"Lutheran",0.895,1.205200918,"Christian (Other)"
"Sweden",2011,9.440747,81.6,43874.92379,1.9,2.8,"Eurasia",1,0,0,100,0,752,"Lutheran",0.896,1.123181599,"Christian (Other)"
"Sweden",2012,9.495392,81.7,43943.69419,1.91,2.8,"Eurasia",2,0,0,100,0,752,"Lutheran",0.897,1.147986322,"Christian (Other)"
"Sweden",2013,9.545823,81.8,44250.54384,1.928,2.8,"Eurasia",0,0,0,NA,NA,752,"Lutheran",0.898,1.126564762,"Christian (Other)"
"Switzerland",1970,6.169124,73.14,37354.18172,2.121,18.4,"Eurasia",3,47,0,100,15.7,756,"Roman Catholic",NA,NA,"Christian (Catholic)"
"Switzerland",1971,6.221393,73.26,38409.1852,2.021,17.6,"Eurasia",1,0,3,0,0,756,"Roman Catholic",NA,NA,"Christian (Catholic)"
"Switzerland",1972,6.269871,73.78,39278.44009,1.923,16.7,"Eurasia",0,0,0,NA,NA,756,"Roman Catholic",NA,NA,"Christian (Catholic)"
"Switzerland",1973,6.311231,74.08,40226.8443,1.829,15.8,"Eurasia",2,0,0,100,0,756,"Roman Catholic",NA,NA,"Christian (Catholic)"
"Switzerland",1974,6.340818,74.43,40692.74023,1.743,14.8,"Eurasia",3,0,0,100,0,756,"Roman Catholic",NA,NA,"Christian (Catholic)"
"Switzerland",1975,6.355947,74.82,38062.20329,1.669,13.8,"Eurasia",3,0,0,100,0,756,"Roman Catholic",NA,NA,"Christian (Catholic)"
"Switzerland",1976,6.355012,74.94,37943.53563,1.61,12.9,"Eurasia",4,0,0,100,0,756,"Roman Catholic",NA,NA,"Christian (Catholic)"
"Switzerland",1977,6.340979,75.39,38971.05631,1.565,12.1,"Eurasia",4,0,3,50,0,756,"Roman Catholic",NA,NA,"Christian (Catholic)"
"Switzerland",1978,6.321339,75.34,39030.48327,1.535,11.4,"Eurasia",3,0,0,100,0,756,"Roman Catholic",NA,NA,"Christian (Catholic)"
"Switzerland",1979,6.306326,75.64,39887.95087,1.518,10.8,"Eurasia",6,1,5,66.7,0.167,756,"Roman Catholic",NA,NA,"Christian (Catholic)"
"Switzerland",1980,6.303346,75.64,41498.72509,1.511,10.4,"Eurasia",7,0,3,42.9,0,756,"Roman Catholic",0.806,NA,"Christian (Catholic)"
"Switzerland",1981,6.31553,NA,41889.9963,1.513,10,"Eurasia",13,2,31,92.3,0.154,756,"Roman Catholic",0.806,NA,"Christian (Catholic)"
"Switzerland",1982,6.341096,NA,41015.38207,1.52,9.7,"Eurasia",6,0,0,100,0,756,"Roman Catholic",0.806,NA,"Christian (Catholic)"
"Switzerland",1983,6.376512,NA,41014.18914,1.528,9.4,"Eurasia",3,0,0,66.7,0,756,"Roman Catholic",0.806,NA,"Christian (Catholic)"
"Switzerland",1984,6.415987,NA,42070.4199,1.535,9.2,"Eurasia",1,0,0,100,0,756,"Roman Catholic",0.806,NA,"Christian (Catholic)"
"Switzerland",1985,6.455375,NA,43282.79904,1.541,9,"Eurasia",7,0,10,85.7,0,756,"Roman Catholic",0.806,NA,"Christian (Catholic)"
"Switzerland",1986,6.493102,NA,43724.50603,1.543,8.9,"Eurasia",0,0,0,NA,NA,756,"Roman Catholic",0.806,NA,"Christian (Catholic)"
"Switzerland",1987,6.530777,NA,43736.46536,1.545,8.8,"Eurasia",1,1,0,100,1,756,"Roman Catholic",0.806,NA,"Christian (Catholic)"
"Switzerland",1988,6.571061,NA,44732.87797,1.546,8.6,"Eurasia",4,0,5,50,0,756,"Roman Catholic",0.806,1.569235906,"Christian (Catholic)"
"Switzerland",1989,6.617925,NA,46263.48221,1.547,8.4,"Eurasia",0,0,0,NA,NA,756,"Roman Catholic",0.806,1.52902463,"Christian (Catholic)"
"Switzerland",1990,6.673738,77.6,47483.13932,1.546,8.2,"Eurasia",1,1,0,100,1,756,"Roman Catholic",0.829,1.575746424,"Christian (Catholic)"
"Switzerland",1991,6.740104,77.7,46518.2824,1.544,7.9,"Eurasia",2,0,4,100,0,756,"Roman Catholic",0.829,1.542170739,"Christian (Catholic)"
"Switzerland",1992,6.814701,77.9,46032.6821,1.539,7.5,"Eurasia",6,6,6,66.7,1,756,"Roman Catholic",0.829,1.526222224,"Christian (Catholic)"
"Switzerland",1993,6.891266,78.1,45518.6833,1.533,7.1,"Eurasia",NA,NA,NA,NA,NA,756,"Roman Catholic",0.829,1.369505105,"Christian (Catholic)"
"Switzerland",1994,6.961228,78.4,45639.95563,1.525,6.7,"Eurasia",0,0,0,NA,NA,756,"Roman Catholic",0.829,1.335752867,"Christian (Catholic)"
"Switzerland",1995,7.018702,78.6,45540.5143,1.515,6.4,"Eurasia",5,1,0,100,0.2,756,"Roman Catholic",0.829,1.359216094,"Christian (Catholic)"
"Switzerland",1996,7.060963,78.9,45625.66341,1.502,6.1,"Eurasia",4,1,3,100,0.25,756,"Roman Catholic",0.829,1.286175212,"Christian (Catholic)"
"Switzerland",1997,7.090483,79.3,46413.68313,1.487,5.9,"Eurasia",1,0,0,100,0,756,"Roman Catholic",0.829,1.220584092,"Christian (Catholic)"
"Switzerland",1998,7.112948,79.6,47719.61042,1.47,5.8,"Eurasia",1,0,0,100,0,756,"Roman Catholic",0.829,1.184590318,"Christian (Catholic)"
"Switzerland",1999,7.13674,79.8,48167.56518,1.453,5.7,"Eurasia",2,0,0,100,0,756,"Roman Catholic",0.829,1.08550904,"Christian (Catholic)"
"Switzerland",2000,7.167908,80,49665.68394,1.437,5.6,"Eurasia",4,0,0,100,0,756,"Roman Catholic",0.886,1.03077975,"Christian (Catholic)"
"Switzerland",2001,7.207987,80.2,49929.24179,1.425,5.6,"Eurasia",2,14,18,100,7,756,"Roman Catholic",0.886,0.991889011,"Christian (Catholic)"
"Switzerland",2002,7.254975,80.4,49801.52976,1.418,5.5,"Eurasia",0,0,0,NA,NA,756,"Roman Catholic",0.886,0.95730623,"Christian (Catholic)"
"Switzerland",2003,7.307078,80.7,49371.59237,1.416,5.3,"Eurasia",1,0,0,100,0,756,"Roman Catholic",0.886,0.929084523,"Christian (Catholic)"
"Switzerland",2004,7.361231,81,50354.89874,1.42,5.2,"Eurasia",0,0,0,NA,NA,756,"Roman Catholic",0.886,0.890330019,"Christian (Catholic)"
"Switzerland",2005,7.415007,81.2,51302.23911,1.429,5.1,"Eurasia",0,0,0,NA,NA,756,"Roman Catholic",0.901,0.855037033,"Christian (Catholic)"
"Switzerland",2006,7.46835,81.5,52912.89588,1.442,5,"Eurasia",0,0,0,NA,NA,756,"Roman Catholic",0.901,0.775655637,"Christian (Catholic)"
"Switzerland",2007,7.521613,81.7,54581.89972,1.457,4.8,"Eurasia",2,0,1,100,0,756,"Roman Catholic",0.901,0.738290952,"Christian (Catholic)"
"Switzerland",2008,7.573204,81.9,55146.27434,1.472,4.7,"Eurasia",0,0,0,NA,NA,756,"Roman Catholic",0.903,0.743077486,"Christian (Catholic)"
"Switzerland",2009,7.621211,82.1,52744.48788,1.487,4.6,"Eurasia",0,0,0,NA,NA,756,"Roman Catholic",0.903,0.751711024,"Christian (Catholic)"
"Switzerland",2010,7.664318,82.3,53757.6379,1.5,4.5,"Eurasia",0,0,0,NA,NA,756,"Roman Catholic",0.915,0.708080582,"Christian (Catholic)"
"Switzerland",2011,7.70169,82.5,54214.91886,1.511,4.4,"Eurasia",3,0,2,66.7,0,756,"Roman Catholic",0.914,0.714349481,"Christian (Catholic)"
"Switzerland",2012,7.733709,82.6,54198.30118,1.522,4.3,"Eurasia",0,0,0,NA,NA,756,"Roman Catholic",0.916,0.689409826,"Christian (Catholic)"
"Switzerland",2013,7.76182,82.7,54932.83929,1.533,4.2,"Eurasia",2,0,0,100,0,756,"Roman Catholic",0.917,0.73725303,"Christian (Catholic)"
"Syria",1970,6.368017,59.164,2601.058314,7.572,105.3,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Syria",1971,6.588936,59.915,2763.120319,7.566,99.5,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Syria",1972,6.81794,60.658,3338.62768,7.556,94.2,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Syria",1973,7.054361,61.386,2951.005781,7.537,89.2,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Syria",1974,7.297254,62.09,3541.076963,7.51,84.4,"MidEast",4,1,9,100,0.25,760,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Syria",1975,7.546139,62.768,4092.864346,7.472,79.9,"MidEast",2,0,0,100,0,760,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Syria",1976,7.800152,63.418,4393.618547,7.422,75.7,"MidEast",2,5,35,50,2.5,760,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Syria",1977,8.059995,64.045,4197.815217,7.359,71.7,"MidEast",3,1,0,100,0.333,760,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Syria",1978,8.328592,64.653,4416.949449,7.285,67.8,"MidEast",1,0,0,100,0,760,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Syria",1979,8.60992,65.241,4427.821827,7.197,64.3,"MidEast",28,80,31,96.4,2.86,760,"Sunni Muslim",NA,NA,"Muslim (Sunni)"
"Syria",1980,8.906543,65.807,4793.282636,7.094,60.9,"MidEast",33,89,27,93.9,2.7,760,"Sunni Muslim",0.528,NA,"Muslim (Sunni)"
"Syria",1981,9.21969,NA,5070.733262,6.976,57.8,"MidEast",41,192,223,97.6,4.68,760,"Sunni Muslim",0.528,NA,"Muslim (Sunni)"
"Syria",1982,9.547693,NA,5000.442107,6.843,54.8,"MidEast",20,98,23,95,4.9,760,"Sunni Muslim",0.528,NA,"Muslim (Sunni)"
"Syria",1983,9.886629,NA,4898.03068,6.695,52.1,"MidEast",1,1,0,100,1,760,"Sunni Muslim",0.528,NA,"Muslim (Sunni)"
"Syria",1984,10.230958,NA,4540.460013,6.534,49.5,"MidEast",1,0,1,0,0,760,"Sunni Muslim",0.528,NA,"Muslim (Sunni)"
"Syria",1985,10.576592,NA,4660.66118,6.359,47.1,"MidEast",1,30,30,100,30,760,"Sunni Muslim",0.528,NA,"Muslim (Sunni)"
"Syria",1986,10.92176,NA,4290.152649,6.168,44.8,"MidEast",4,8,8,75,2,760,"Sunni Muslim",0.528,NA,"Muslim (Sunni)"
"Syria",1987,11.26724,NA,4237.931709,5.963,42.7,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",0.528,NA,"Muslim (Sunni)"
"Syria",1988,11.614542,NA,4656.611453,5.748,40.8,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",0.528,7.313742936,"Muslim (Sunni)"
"Syria",1989,11.966274,NA,3750.37878,5.529,38.9,"MidEast",1,0,0,0,0,760,"Sunni Muslim",0.528,7.423931717,"Muslim (Sunni)"
"Syria",1990,12.324116,69.7,3808.523874,5.313,37.2,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",0.57,6.39553047,"Muslim (Sunni)"
"Syria",1991,12.690183,70,3990.902649,5.11,35.5,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",0.57,9.708759998,"Muslim (Sunni)"
"Syria",1992,13.063423,70.4,4399.105339,4.925,33.9,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",0.57,8.372305788,"Muslim (Sunni)"
"Syria",1993,13.438799,70.8,4497.693711,4.76,32.4,"MidEast",NA,NA,NA,NA,NA,760,"Sunni Muslim",0.57,6.740220662,"Muslim (Sunni)"
"Syria",1994,13.809349,71.2,4692.720111,4.618,30.9,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",0.57,7.221878439,"Muslim (Sunni)"
"Syria",1995,14.17113,71.7,4894.230824,4.495,29.5,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",0.57,6.949691317,"Muslim (Sunni)"
"Syria",1996,14.518843,72.1,5246.394057,4.386,28.1,"MidEast",2,15,50,50,7.5,760,"Sunni Muslim",0.57,6.0419162,"Muslim (Sunni)"
"Syria",1997,14.856464,72.5,5384.751685,4.282,26.8,"MidEast",1,2,0,100,2,760,"Sunni Muslim",0.57,5.882755247,"Muslim (Sunni)"
"Syria",1998,15.200324,73,5620.044027,4.178,25.6,"MidEast",1,0,0,100,0,760,"Sunni Muslim",0.57,5.808380992,"Muslim (Sunni)"
"Syria",1999,15.572833,73.4,5290.670345,4.07,24.5,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",0.57,5.810580741,"Muslim (Sunni)"
"Syria",2000,15.988534,73.8,5187.929836,3.958,23.3,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",0.605,5.339916248,"Muslim (Sunni)"
"Syria",2001,16.454926,74.2,5232.106289,3.841,22.3,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",0.605,5.256441285,"Muslim (Sunni)"
"Syria",2002,16.962918,74.6,5474.268334,3.724,21.4,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",0.605,5.213041176,"Muslim (Sunni)"
"Syria",2003,17.490104,75,5340.634591,3.61,20.4,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",0.605,6.248306542,"Muslim (Sunni)"
"Syria",2004,18.004797,75.4,5546.072356,3.501,19.6,"MidEast",1,4,2,100,4,760,"Sunni Muslim",0.605,5.541838676,"Muslim (Sunni)"
"Syria",2005,18.484122,75.8,5738.022922,3.401,18.8,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",0.653,5.026426644,"Muslim (Sunni)"
"Syria",2006,18.920727,76.1,5888.475616,3.313,18,"MidEast",1,5,0,100,5,760,"Sunni Muslim",0.653,4.394434171,"Muslim (Sunni)"
"Syria",2007,19.3213,76.4,6093.623693,3.237,17.2,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",0.653,4.100551633,"Muslim (Sunni)"
"Syria",2008,19.694259,76.6,6245.846762,3.173,16.5,"MidEast",2,19,14,100,9.5,760,"Sunni Muslim",0.658,NA,"Muslim (Sunni)"
"Syria",2009,20.053743,76.7,6496.548778,3.121,15.8,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",0.658,NA,"Muslim (Sunni)"
"Syria",2010,20.410606,76.7,6602.505848,3.078,15.2,"MidEast",0,0,0,NA,NA,760,"Sunni Muslim",0.662,NA,"Muslim (Sunni)"
"Syria",2011,20.766037,75.1,6358.276289,3.04,15,"MidEast",49,163,215,91.8,3.33,760,"Sunni Muslim",0.662,NA,"Muslim (Sunni)"
"Syria",2012,21.11769,73.5,6431.534063,3.003,15.1,"MidEast",176,875,1926,97.7,4.97,760,"Sunni Muslim",0.662,NA,"Muslim (Sunni)"
"Syria",2013,21.468962,72.4,5464.238331,2.964,14.6,"MidEast",272,1552,2237,98.5,5.71,760,"Sunni Muslim",0.658,NA,"Muslim (Sunni)"
"Taiwan",1970,14.598,68.65,5182.655881,3.932,27.16,"AsiaPac",0,0,0,NA,NA,158,"Mixture of Buddhist and Taoist",NA,NA,"Buddhist"
"Taiwan",1971,14.918,69.06,5798.811488,3.71,25.27,"AsiaPac",1,25,0,100,25,158,"Mixture of Buddhist and Taoist",NA,NA,"Buddhist"
"Taiwan",1972,15.226,69.35,6575.068797,3.586,22.05,"AsiaPac",0,0,0,NA,NA,158,"Mixture of Buddhist and Taoist",NA,NA,"Buddhist"
"Taiwan",1973,15.526,69.4,7188.29726,3.462,21.7,"AsiaPac",0,0,0,NA,NA,158,"Mixture of Buddhist and Taoist",NA,NA,"Buddhist"
"Taiwan",1974,15.824,69.77,6797.662838,3.338,19.93,"AsiaPac",0,0,0,NA,NA,158,"Mixture of Buddhist and Taoist",NA,NA,"Buddhist"
"Taiwan",1975,16.122,70.02,7111.061159,3.214,19.71,"AsiaPac",0,0,0,NA,NA,158,"Mixture of Buddhist and Taoist",NA,NA,"Buddhist"
"Taiwan",1976,16.45,70.38,8224.177438,3.09,18.04,"AsiaPac",1,0,1,0,0,158,"Mixture of Buddhist and Taoist",NA,NA,"Buddhist"
"Taiwan",1977,16.785,70.55,8988.147601,2.9025,16.58,"AsiaPac",0,0,0,NA,NA,158,"Mixture of Buddhist and Taoist",NA,NA,"Buddhist"
"Taiwan",1978,17.112,71.12,9965.690727,2.715,15.7,"AsiaPac",0,0,0,NA,NA,158,"Mixture of Buddhist and Taoist",NA,NA,"Buddhist"
"Taiwan",1979,17.45,71.25,10439.80428,2.67,15.05,"AsiaPac",0,0,0,NA,NA,158,"Mixture of Buddhist and Taoist",NA,NA,"Buddhist"
"Taiwan",1980,17.848,71.5,10697.80969,2.515,15.27,"AsiaPac",0,0,0,NA,NA,158,"Mixture of Buddhist and Taoist",NA,NA,"Buddhist"
"Taiwan",1981,18.177,NA,11226.62499,2.455,14.27,"AsiaPac",0,0,0,NA,NA,158,"Mixture of Buddhist and Taoist",NA,NA,"Buddhist"
"Taiwan",1982,18.501,NA,11566.40459,2.32,12.82,"AsiaPac",0,0,0,NA,NA,158,"Mixture of Buddhist and Taoist",NA,NA,"Buddhist"
"Taiwan",1983,18.803,NA,12565.84289,2.17,11.82,"AsiaPac",0,0,0,NA,NA,158,"Mixture of Buddhist and Taoist",NA,NA,"Buddhist"
"Taiwan",1984,19.083,NA,13670.65323,2.055,10.8,"AsiaPac",0,0,0,NA,NA,158,"Mixture of Buddhist and Taoist",NA,NA,"Buddhist"
